#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,event_type,serial_number
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T06:00:00Z,0,event_value,refrigerator,defrost_cycle,SF5YT62MPO2G3DH
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T05:59:12Z,0,event_value,refrigerator,defrost_cycle,SF5YT62MPO2G3DH
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T05:59:52Z,0,event_value,refrigerator,defrost_cycle,SF5YT62MPO2G3DH
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T06:00:42Z,0,event_value,refrigerator,defrost_cycle,SF5YT62MPO2G3DH
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T06:00:22Z,0,event_value,refrigerator,defrost_cycle,SF5YT62MPO2G3DH
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T05:59:11Z,0,event_value,refrigerator,defrost_cycle,SF5YT62MPO2G3DH
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T05:58:42Z,0,event_value,refrigerator,defrost_cycle,SF5YT62MPO2G3DH

#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,event_type,location,serial_number
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:48:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:29:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T23:16:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T00:01:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T01:32:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T02:14:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T06:38:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T11:10:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T16:34:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T09:06:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T09:34:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T12:26:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T14:53:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T20:20:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T23:01:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T03:38:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T04:35:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T05:38:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T06:56:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T12:11:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T12:47:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T13:55:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T21:54:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T09:34:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T13:05:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T17:18:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T23:06:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T03:11:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T07:44:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T08:44:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T09:03:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T09:30:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T09:44:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T10:01:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T10:28:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T12:47:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T13:11:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T13:46:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T14:37:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T14:46:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,1,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T20:38:00Z,0,event_value,refrigerator,door_close,freezer,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T08:54:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T14:10:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T17:36:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T18:25:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T20:09:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T22:18:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T00:29:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T02:56:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T04:35:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T04:51:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T07:54:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T08:36:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:25:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:37:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T17:02:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T18:09:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T22:30:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T23:17:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T07:05:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T08:38:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T08:52:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T09:27:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T10:22:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T12:52:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T21:36:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T22:56:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T02:24:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T04:04:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T06:39:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T07:07:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T16:44:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T17:13:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T20:43:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T00:33:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T01:11:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T02:08:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T06:08:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T11:34:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T12:50:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T16:26:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T16:38:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T04:18:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T05:11:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T06:42:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T08:23:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T16:28:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T21:08:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T21:41:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T23:32:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T23:43:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T03:03:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T06:28:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T11:47:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T12:31:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T12:32:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T18:57:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T18:58:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T19:53:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T19:56:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T21:27:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,2,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-10T21:29:00Z,0,event_value,refrigerator,door_close,fridge,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T03:42:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T04:53:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T14:28:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T16:39:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T23:11:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T23:38:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T02:16:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T03:06:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T06:36:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:43:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:26:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T23:11:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T23:58:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T01:31:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T02:14:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T06:36:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T11:08:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-06T16:29:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T09:04:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T09:29:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T12:24:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T14:48:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T20:17:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-07T22:58:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T03:36:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T04:32:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T05:33:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T06:54:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T12:07:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T12:46:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T13:51:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-08T21:51:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T09:34:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
,,3,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-09T13:02:00Z,0,event_value,refrigerator,door_open,freezer,SF5YT62MPO2G3DH
