#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,serial_number
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T03:30:00Z,76,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T03:45:00Z,76.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T04:00:00Z,71.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T04:15:00Z,73.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T04:30:00Z,74.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T04:45:00Z,75,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T05:00:00Z,74.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T05:15:00Z,77.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T05:30:00Z,68.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T05:45:00Z,69.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T06:00:00Z,75.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T06:15:00Z,72.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T06:30:00Z,78.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T06:45:00Z,79.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T07:00:00Z,75.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T07:15:00Z,70.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T07:30:00Z,79.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T07:45:00Z,75.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T08:00:00Z,69.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T08:15:00Z,69.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T08:30:00Z,81.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T08:45:00Z,80.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T09:00:00Z,64.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T09:15:00Z,69.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T09:30:00Z,79.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T09:45:00Z,74.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T10:00:00Z,77.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T10:15:00Z,74.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T10:30:00Z,77.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T10:45:00Z,75,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T11:00:00Z,73.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T11:15:00Z,79.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T11:30:00Z,75.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T11:45:00Z,77.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T12:00:00Z,75.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T12:15:00Z,73.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T12:30:00Z,81.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T12:45:00Z,76.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T13:00:00Z,58.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T13:15:00Z,66.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T13:30:00Z,53.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T13:45:00Z,71.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T14:00:00Z,59.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T14:15:00Z,53.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T14:30:00Z,69.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T14:45:00Z,57.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T15:00:00Z,61.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T15:15:00Z,63.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T15:30:00Z,65.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T15:45:00Z,61.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T16:00:00Z,56.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T16:15:00Z,61.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T16:30:00Z,57.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T16:45:00Z,61.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T17:00:00Z,68.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T17:15:00Z,63.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T17:30:00Z,61,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T17:45:00Z,63.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T18:00:00Z,64.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T18:15:00Z,54.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T18:30:00Z,60.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T18:45:00Z,72.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T19:00:00Z,66.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T19:15:00Z,57.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T19:30:00Z,57,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T19:45:00Z,56.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T20:00:00Z,64.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T20:15:00Z,68,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T20:30:00Z,62.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T20:45:00Z,60.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T21:00:00Z,57.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T21:15:00Z,61.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T21:30:00Z,55.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T21:45:00Z,50.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T22:00:00Z,68.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T22:15:00Z,55,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T22:30:00Z,73.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T22:45:00Z,77.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T23:00:00Z,80.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T23:15:00Z,76,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T23:30:00Z,70.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-04T23:45:00Z,73.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T00:00:00Z,72.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T00:15:00Z,74.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T00:30:00Z,79.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T00:45:00Z,64.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T01:00:00Z,73.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T01:15:00Z,73.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T01:30:00Z,70,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T01:45:00Z,77.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T02:00:00Z,69.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T02:15:00Z,69.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T02:30:00Z,78.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T02:45:00Z,81,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T03:00:00Z,74.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T03:15:00Z,70.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T03:30:00Z,72.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T03:45:00Z,79,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T04:00:00Z,75.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T04:15:00Z,74.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T04:30:00Z,76.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T04:45:00Z,74.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T05:00:00Z,81.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T05:15:00Z,72,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T05:30:00Z,71.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T05:45:00Z,69.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T06:00:00Z,72.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T06:15:00Z,70.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T06:30:00Z,75.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T06:45:00Z,75.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T07:00:00Z,70.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T07:15:00Z,77.4,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T07:30:00Z,81.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T07:45:00Z,61.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T08:00:00Z,47.3,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T08:15:00Z,69.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T08:30:00Z,63.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T08:45:00Z,69.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T09:00:00Z,65.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T09:15:00Z,66.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T09:30:00Z,61,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T09:45:00Z,58.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T10:00:00Z,61.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T10:15:00Z,56.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T10:30:00Z,62.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T10:45:00Z,46.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T11:00:00Z,60.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T11:15:00Z,66.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T11:30:00Z,60.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T11:45:00Z,68.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:00:00Z,58.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:15:00Z,65,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:30:00Z,55.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:45:00Z,64.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:00:00Z,61.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:15:00Z,58.9,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:30:00Z,47.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:45:00Z,58.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:00:00Z,61.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:15:00Z,64.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:30:00Z,67.8,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:45:00Z,70.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:00:00Z,66.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:15:00Z,57.2,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:30:00Z,58.5,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:45:00Z,63.7,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T16:00:00Z,62.6,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T16:15:00Z,68.1,evaporator_humidity,air_conditioner,PL9QXK27M5YD3ZT
