#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,serial_number
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T11:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:00:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:15:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:30:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T12:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:00:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:15:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:30:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T13:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:00:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:15:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:30:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T14:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:00:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:15:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:30:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T15:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T16:00:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T16:15:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T16:30:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T16:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T17:00:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T17:15:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T17:30:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T17:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T18:00:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T18:15:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T18:30:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
,,0,2025-04-04T00:00:00Z,2025-04-11T00:00:00Z,2025-04-05T18:45:00Z,0,drum_rpm,washing_machine,X92LKM7QPT3ZVY5
